2026-01-24 23:26:38 | INFO | Chunks already exist at /Users/nurlykhan/rag_paper/data/chunks/all_chunks.json
2026-01-24 23:26:38 | INFO | BM25 index already exists at /Users/nurlykhan/rag_paper/data/index/bm25_kaznlp.pkl
2026-01-24 23:26:38 | INFO | FAISS index already exists at /Users/nurlykhan/rag_paper/data/index/faiss_index.faiss
2026-01-24 23:26:38 | INFO | ======================================================================
2026-01-24 23:26:38 | INFO | EXPERIMENT RUN: 20260124_232638
2026-01-24 23:26:38 | INFO | ======================================================================
2026-01-24 23:26:38 | INFO | 
[1/6] Loading questions...
2026-01-24 23:26:38 | INFO |   Loaded 100 questions
2026-01-24 23:26:38 | INFO | 
[2/6] Loading chunk index...
2026-01-24 23:26:38 | INFO |   Index has 12886 documents
2026-01-24 23:26:38 | INFO | 
[3/6] Loading chunks...
2026-01-24 23:26:40 | INFO |   Loaded 263326 chunks in 2.3s
2026-01-24 23:26:40 | INFO | 
[4/6] Loading retrievers...
2026-01-24 23:26:40 | INFO |   Loading BM25 retriever...
2026-01-24 23:26:46 | INFO |     BM25 loaded in 6.6s
2026-01-24 23:26:46 | INFO |   Loading Vector retriever...
2026-01-24 23:26:50 | INFO |     Vector loaded in 3.3s
2026-01-24 23:26:50 | INFO |   Loading Hybrid retriever...
2026-01-24 23:27:04 | INFO |     Hybrid loaded in 14.5s
2026-01-24 23:27:04 | INFO | 
[5/6] Models to evaluate: ['GPT-4o', 'GPT-4o-mini', 'GPT-5', 'GPT-5-mini', 'o1', 'o1-mini']
2026-01-24 23:27:04 | INFO |   Retrieval methods: ['bm25', 'vector', 'hybrid']
2026-01-24 23:27:04 | INFO | 
======================================================================
2026-01-24 23:27:04 | INFO | RETRIEVAL EVALUATION
2026-01-24 23:27:04 | INFO | ======================================================================
2026-01-24 23:28:29 | DEBUG |   bm25: Retrieved [22910, 22911, 22912]... | R@6=1.00
2026-01-24 23:28:30 | DEBUG |   vector: Retrieved [22913, 22914, 220536]... | R@6=0.00
2026-01-24 23:28:34 | DEBUG |   hybrid: Retrieved [22913, 22914, 22918]... | R@6=0.00
2026-01-24 23:28:34 | DEBUG | Q15: Қазақстан Республикасында құқық қорғау және арнайы... | Gold: {155498}
2026-01-24 23:28:36 | DEBUG |   bm25: Retrieved [213442, 80508, 126795]... | R@6=0.00
2026-01-24 23:28:37 | DEBUG |   vector: Retrieved [225542, 245634, 61796]... | R@6=0.00
2026-01-24 23:28:41 | DEBUG |   hybrid: Retrieved [225542, 213442, 80508]... | R@6=0.00
2026-01-24 23:28:41 | DEBUG | Q16: Кондоминиум объектісін мемлекеттік тіркеу ережесін... | Gold: {111149}
2026-01-24 23:28:42 | DEBUG |   bm25: Retrieved [114562, 114571, 214705]... | R@6=0.00
2026-01-24 23:28:43 | DEBUG |   vector: Retrieved [114562, 212861, 31916]... | R@6=0.00
2026-01-24 23:28:46 | DEBUG |   hybrid: Retrieved [114562, 212861, 114560]... | R@6=0.00
2026-01-24 23:28:46 | DEBUG | Q17: Аудандық деңгейде спорттық жарыстарды өткізу үшін ... | Gold: {8361}
2026-01-24 23:28:48 | DEBUG |   bm25: Retrieved [159203, 49828, 16676]... | R@6=0.00
2026-01-24 23:28:49 | DEBUG |   vector: Retrieved [50194, 152133, 234930]... | R@6=0.00
2026-01-24 23:28:52 | DEBUG |   hybrid: Retrieved [80791, 194042, 20063]... | R@6=0.00
2026-01-24 23:28:52 | DEBUG | Q18: Тимирязев ауданының аумағында қала құрылысын дамыт... | Gold: {7842}
2026-01-24 23:28:55 | DEBUG |   bm25: Retrieved [7851, 89258, 194771]... | R@6=0.00
2026-01-24 23:28:56 | DEBUG |   vector: Retrieved [58262, 62144, 20794]... | R@6=0.00
2026-01-24 23:28:59 | DEBUG |   hybrid: Retrieved [194771, 194770, 58846]... | R@6=0.00
2026-01-24 23:28:59 | DEBUG | Q19: 2,4-Д кислота мен басқа химиялық заттардың концент... | Gold: {24685}
2026-01-24 23:29:01 | DEBUG |   bm25: Retrieved [123208, 123295, 123670]... | R@6=0.00
2026-01-24 23:29:03 | DEBUG |   vector: Retrieved [36216, 123301, 123783]... | R@6=0.00
2026-01-24 23:29:05 | DEBUG |   hybrid: Retrieved [123301, 123783, 123766]... | R@6=0.00
2026-01-24 23:29:05 | DEBUG | Q20: 2012 жылы Қордың жарғылық капиталына қандай мүлікт... | Gold: {56981}
2026-01-24 23:29:07 | DEBUG |   bm25: Retrieved [222900, 57083, 113515]... | R@6=0.00
2026-01-24 23:29:08 | DEBUG |   vector: Retrieved [223216, 223095, 72218]... | R@6=0.00
2026-01-24 23:29:11 | DEBUG |   hybrid: Retrieved [223216, 57603, 57081]... | R@6=0.00
2026-01-24 23:29:11 | DEBUG | Q21: Бірыңғай экономикалық кеңістікті құрудың негізгі қ... | Gold: {61283}
2026-01-24 23:29:13 | DEBUG |   bm25: Retrieved [222441, 222439, 7174]... | R@6=0.00
2026-01-24 23:29:14 | DEBUG |   vector: Retrieved [36436, 36437, 61299]... | R@6=0.00
2026-01-24 23:29:17 | DEBUG |   hybrid: Retrieved [222441, 36437, 61291]... | R@6=0.00
2026-01-24 23:29:17 | DEBUG | Q22: Қазақстан Республикасы Заңының бірінші санаттағы р... | Gold: {132849}
2026-01-24 23:29:19 | DEBUG |   bm25: Retrieved [132983, 84355, 84376]... | R@6=0.00
2026-01-24 23:29:20 | DEBUG |   vector: Retrieved [212334, 84407, 84413]... | R@6=0.00
2026-01-24 23:29:23 | DEBUG |   hybrid: Retrieved [84355, 97717, 97716]... | R@6=0.00
2026-01-24 23:29:23 | DEBUG | Q23: Облыстық бюджеттің алынатын бюджеттік алу сомалары... | Gold: {158554}
2026-01-24 23:29:24 | DEBUG |   bm25: Retrieved [18222, 105057, 158582]... | R@6=0.00
2026-01-24 23:29:26 | DEBUG |   vector: Retrieved [116810, 117361, 257506]... | R@6=0.00
2026-01-24 23:29:28 | DEBUG |   hybrid: Retrieved [116810, 18222, 105057]... | R@6=0.00
2026-01-24 23:29:28 | DEBUG | Q24: Аудан әкімдігі мемлекеттік тілде іс жүргізуді енгі... | Gold: {6985}
2026-01-24 23:29:30 | DEBUG |   bm25: Retrieved [152080, 253741, 242644]... | R@6=0.00
2026-01-24 23:29:31 | DEBUG |   vector: Retrieved [249273, 209764, 127555]... | R@6=0.00
2026-01-24 23:29:34 | DEBUG |   hybrid: Retrieved [46192, 152080, 249273]... | R@6=0.00
2026-01-24 23:29:34 | DEBUG | Q25: Бұл Келісім еңбекші-мигранттарды әлеуметтік қорғау... | Gold: {147847}
2026-01-24 23:29:36 | DEBUG |   bm25: Retrieved [147847, 202377, 147848]... | R@6=1.00
2026-01-24 23:29:37 | DEBUG |   vector: Retrieved [249853, 249855, 147852]... | R@6=0.00
2026-01-24 23:29:40 | DEBUG |   hybrid: Retrieved [147852, 147851, 202377]... | R@6=0.00
2026-01-24 23:29:40 | DEBUG | Q26: Қазақстан Республикасы Инвестициялар және даму мин... | Gold: {52392}
2026-01-24 23:29:43 | DEBUG |   bm25: Retrieved [28831, 242553, 12094]... | R@6=1.00
2026-01-24 23:29:44 | DEBUG |   vector: Retrieved [193263, 96508, 157120]... | R@6=0.00
2026-01-24 23:29:47 | DEBUG |   hybrid: Retrieved [255351, 12095, 242553]... | R@6=0.00
2026-01-24 23:29:47 | DEBUG | Q27: Қазақстанда туысы жоқ адамдарды жерлеу тәртібі қан... | Gold: {188581}
2026-01-24 23:29:49 | DEBUG |   bm25: Retrieved [158540, 261374, 172413]... | R@6=0.00
2026-01-24 23:29:50 | DEBUG |   vector: Retrieved [254215, 188720, 111216]... | R@6=0.00
2026-01-24 23:29:52 | DEBUG |   hybrid: Retrieved [254215, 158540, 261374]... | R@6=0.00
2026-01-24 23:29:52 | DEBUG | Q28: Қатысушы-мемлекет қандай жағдайларда кеме тексеруг... | Gold: {171174}
2026-01-24 23:29:54 | DEBUG |   bm25: Retrieved [165321, 171184, 171186]... | R@6=0.00
2026-01-24 23:29:55 | DEBUG |   vector: Retrieved [171186, 184484, 99339]... | R@6=0.00
2026-01-24 23:29:58 | DEBUG |   hybrid: Retrieved [171186, 171184, 99338]... | R@6=0.00
2026-01-24 23:29:58 | DEBUG | Q29: Әлеуметтік-тұрмыстық қызметтерді ұсыну қандай түрл... | Gold: {184711}
2026-01-24 23:30:00 | DEBUG |   bm25: Retrieved [58829, 209825, 209852]... | R@6=0.00
2026-01-24 23:30:01 | DEBUG |   vector: Retrieved [130291, 58779, 166080]... | R@6=0.00
2026-01-24 23:30:03 | DEBUG |   hybrid: Retrieved [165997, 166049, 184730]... | R@6=0.00
2026-01-24 23:30:03 | DEBUG | Q30: Репо шарттары бойынша бағалы қағаздардың бухгалтер... | Gold: {110473}
2026-01-24 23:30:05 | DEBUG |   bm25: Retrieved [110516, 110517, 61351]... | R@6=0.00
2026-01-24 23:30:06 | DEBUG |   vector: Retrieved [222821, 57546, 113433]... | R@6=0.00
2026-01-24 23:30:09 | DEBUG |   hybrid: Retrieved [110517, 110516, 222821]... | R@6=0.00
2026-01-24 23:30:09 | DEBUG | Q31: Қазақстан Республикасында ұялы байланыс қызметтері... | Gold: {58065}
2026-01-24 23:30:11 | DEBUG |   bm25: Retrieved [58078, 58070, 238929]... | R@6=0.00
2026-01-24 23:30:12 | DEBUG |   vector: Retrieved [58078, 14730, 226914]... | R@6=0.00
2026-01-24 23:30:15 | DEBUG |   hybrid: Retrieved [58078, 238928, 39879]... | R@6=0.00
2026-01-24 23:30:15 | DEBUG | Q32: Мағжан Жұмабаев ауданының 2018 жылға арналған бюдж... | Gold: {118341}
2026-01-24 23:30:17 | DEBUG |   bm25: Retrieved [249750, 249752, 126427]... | R@6=1.00
2026-01-24 23:30:18 | DEBUG |   vector: Retrieved [126428, 185929, 149237]... | R@6=0.00
2026-01-24 23:30:21 | DEBUG |   hybrid: Retrieved [126429, 126428, 118343]... | R@6=0.00
2026-01-24 23:30:21 | DEBUG | Q33: Инженер-картограф мамандығына қойылатын біліктілік... | Gold: {155174}
2026-01-24 23:30:23 | DEBUG |   bm25: Retrieved [155179, 155222, 155216]... | R@6=0.00
2026-01-24 23:30:24 | DEBUG |   vector: Retrieved [155222, 223329, 155216]... | R@6=0.00
2026-01-24 23:30:26 | DEBUG |   hybrid: Retrieved [155222, 155216, 155221]... | R@6=0.00
2026-01-24 23:30:26 | DEBUG | Q34: Комиссияның шешімі қалай қабылданады?... | Gold: {73290}
2026-01-24 23:30:28 | DEBUG |   bm25: Retrieved [127587, 91885, 77182]... | R@6=0.00
2026-01-24 23:30:29 | DEBUG |   vector: Retrieved [1502, 64750, 151752]... | R@6=0.00
2026-01-24 23:30:31 | DEBUG |   hybrid: Retrieved [64750, 63569, 110319]... | R@6=0.00
2026-01-24 23:30:31 | DEBUG | Q35: Қазақстанда мемлекеттік трансферттер қалай есептел... | Gold: {213167}
2026-01-24 23:30:33 | DEBUG |   bm25: Retrieved [123521, 123532, 123550]... | R@6=0.00
2026-01-24 23:30:33 | DEBUG |   vector: Retrieved [121793, 121829, 44494]... | R@6=0.00
2026-01-24 23:30:36 | DEBUG |   hybrid: Retrieved [123521, 121829, 123532]... | R@6=0.00
2026-01-24 23:30:36 | DEBUG | Q36: Теледидар және радио хабарларын тарату үшін радиож... | Gold: {228890}
2026-01-24 23:30:38 | DEBUG |   bm25: Retrieved [30532, 227146, 30536]... | R@6=0.00
2026-01-24 23:30:39 | DEBUG |   vector: Retrieved [30528, 30532, 30499]... | R@6=0.00
2026-01-24 23:30:42 | DEBUG |   hybrid: Retrieved [30532, 30536, 30531]... | R@6=0.00
2026-01-24 23:30:42 | DEBUG | Q37: Неке шарты қандай нысанда жасалуы тиіс және ол қал... | Gold: {1695}
2026-01-24 23:30:45 | DEBUG |   bm25: Retrieved [148520, 160204, 259098]... | R@6=0.00
2026-01-24 23:30:46 | DEBUG |   vector: Retrieved [1709, 226470, 186711]... | R@6=0.00
2026-01-24 23:30:49 | DEBUG |   hybrid: Retrieved [148520, 1709, 186711]... | R@6=0.00
2026-01-24 23:30:49 | DEBUG | Q38: ДСН-кодты беруден бас тарту кезінде көрсетілетін қ... | Gold: {212209}
2026-01-24 23:30:51 | DEBUG |   bm25: Retrieved [212216, 212217, 247881]... | R@6=0.00
2026-01-24 23:30:52 | DEBUG |   vector: Retrieved [212216, 126264, 19826]... | R@6=0.00
2026-01-24 23:30:55 | DEBUG |   hybrid: Retrieved [212216, 247881, 247880]... | R@6=0.00
2026-01-24 23:30:55 | DEBUG | Q39: Қазақстан Республикасының нормативтік құқықтық акт... | Gold: {42071}
2026-01-24 23:30:57 | DEBUG |   bm25: Retrieved [234826, 164773, 62028]... | R@6=0.00
2026-01-24 23:30:58 | DEBUG |   vector: Retrieved [47128, 161844, 46084]... | R@6=0.00
2026-01-24 23:31:02 | DEBUG |   hybrid: Retrieved [161844, 50876, 125052]... | R@6=0.00
2026-01-24 23:31:02 | DEBUG | Q40: Павлов селолық округінің көшелеріне атау беру тура... | Gold: {183888}
2026-01-24 23:31:03 | DEBUG |   bm25: Retrieved [183888, 117037, 229256]... | R@6=1.00
2026-01-24 23:31:04 | DEBUG |   vector: Retrieved [183888, 67258, 23138]... | R@6=1.00
2026-01-24 23:31:08 | DEBUG |   hybrid: Retrieved [183888, 137714, 67258]... | R@6=1.00
2026-01-24 23:31:08 | DEBUG | Q41: Таратылатын банктің қызметі тоқтатылған жағдайда, ... | Gold: {111280}
2026-01-24 23:31:10 | DEBUG |   bm25: Retrieved [111283, 111284, 111282]... | R@6=0.00
2026-01-24 23:31:11 | DEBUG |   vector: Retrieved [209283, 103937, 39961]... | R@6=0.00
2026-01-24 23:31:14 | DEBUG |   hybrid: Retrieved [257438, 111332, 111283]... | R@6=0.00
2026-01-24 23:31:14 | DEBUG | Q42: Қазақстан Республикасы Қарулы Күштерінің жауынгерл... | Gold: {89633}
2026-01-24 23:31:16 | DEBUG |   bm25: Retrieved [92946, 190437, 93012]... | R@6=0.00
2026-01-24 23:31:17 | DEBUG |   vector: Retrieved [207224, 237702, 123506]... | R@6=0.00
2026-01-24 23:31:20 | DEBUG |   hybrid: Retrieved [50976, 218924, 92946]... | R@6=0.00
2026-01-24 23:31:20 | DEBUG | Q43: Қазақстан Республикасында тауарлық және сұйытылған... | Gold: {73177}
2026-01-24 23:31:22 | DEBUG |   bm25: Retrieved [73221, 232400, 73189]... | R@6=0.00
2026-01-24 23:31:23 | DEBUG |   vector: Retrieved [73221, 73222, 73225]... | R@6=0.00
2026-01-24 23:31:26 | DEBUG |   hybrid: Retrieved [73221, 73222, 73225]... | R@6=0.00
2026-01-24 23:31:26 | DEBUG | Q44: Жергілікті атқарушы орган (ЖАО) қандай функциялард... | Gold: {40965}
2026-01-24 23:31:28 | DEBUG |   bm25: Retrieved [51823, 187077, 176466]... | R@6=0.00
2026-01-24 23:31:29 | DEBUG |   vector: Retrieved [51823, 13244, 203696]... | R@6=0.00
2026-01-24 23:31:31 | DEBUG |   hybrid: Retrieved [51823, 51822, 40046]... | R@6=0.00
2026-01-24 23:31:31 | DEBUG | Q45: Қазақстан Республикасы Ауыл шаруашылығы министріні... | Gold: {56731}
2026-01-24 23:31:33 | DEBUG |   bm25: Retrieved [109416, 174148, 205839]... | R@6=0.00
2026-01-24 23:31:34 | DEBUG |   vector: Retrieved [204357, 237679, 158932]... | R@6=0.00
2026-01-24 23:31:37 | DEBUG |   hybrid: Retrieved [94449, 91664, 174148]... | R@6=0.00
2026-01-24 23:31:37 | DEBUG | Q46: Акробатика пәнін оқытуда қандай әдістер мен құралд... | Gold: {197483}
2026-01-24 23:31:39 | DEBUG |   bm25: Retrieved [198313, 223843, 123029]... | R@6=0.00
2026-01-24 23:31:40 | DEBUG |   vector: Retrieved [201311, 198313, 197597]... | R@6=0.00
2026-01-24 23:31:43 | DEBUG |   hybrid: Retrieved [198313, 223843, 201311]... | R@6=0.00
2026-01-24 23:31:43 | DEBUG | Q47: 2016 жылы облыстық бюджеттен дамуға бөлінген нысан... | Gold: {88685}
2026-01-24 23:31:45 | DEBUG |   bm25: Retrieved [220695, 88687, 239760]... | R@6=0.00
2026-01-24 23:31:46 | DEBUG |   vector: Retrieved [88717, 85694, 184631]... | R@6=0.00
2026-01-24 23:31:50 | DEBUG |   hybrid: Retrieved [85694, 88716, 184631]... | R@6=0.00
2026-01-24 23:31:50 | DEBUG | Q48: Қазақстан Республикасының Президенті Жарлығының жо... | Gold: {26923}
2026-01-24 23:31:52 | DEBUG |   bm25: Retrieved [148393, 244182, 238882]... | R@6=0.00
2026-01-24 23:31:53 | DEBUG |   vector: Retrieved [9344, 112247, 17739]... | R@6=0.00
2026-01-24 23:31:56 | DEBUG |   hybrid: Retrieved [148393, 212697, 163389]... | R@6=0.00
2026-01-24 23:31:56 | DEBUG | Q49: Жетім балаларды асырап алған азаматтарға қандай ақ... | Gold: {24428}
2026-01-24 23:31:57 | DEBUG |   bm25: Retrieved [222691, 68574, 81676]... | R@6=0.00
2026-01-24 23:31:58 | DEBUG |   vector: Retrieved [148574, 222686, 148573]... | R@6=0.00
2026-01-24 23:32:01 | DEBUG |   hybrid: Retrieved [12965, 37398, 77667]... | R@6=0.00
2026-01-24 23:32:01 | DEBUG | Q50: Солтүстік Қазақстан облысы Тимирязев ауданы әкімді... | Gold: {100090}
2026-01-24 23:32:03 | DEBUG |   bm25: Retrieved [100091, 230358, 222666]... | R@6=1.00
2026-01-24 23:32:04 | DEBUG |   vector: Retrieved [251042, 62144, 147110]... | R@6=0.00
2026-01-24 23:32:08 | DEBUG |   hybrid: Retrieved [100091, 61905, 222666]... | R@6=0.00
2026-01-24 23:32:08 | DEBUG | Q51: 2022-2024 жылдарға арналған Қызылөзек ауылдық окру... | Gold: {25488}
2026-01-24 23:32:10 | DEBUG |   bm25: Retrieved [161122, 93781, 25488]... | R@6=1.00
2026-01-24 23:32:11 | DEBUG |   vector: Retrieved [238784, 22692, 58421]... | R@6=1.00
2026-01-24 23:32:14 | DEBUG |   hybrid: Retrieved [25488, 58421, 93781]... | R@6=1.00
2026-01-24 23:32:14 | DEBUG | Q52: Жан басына шаққандағы қаржыландыруды іске асырудың... | Gold: {94452}
2026-01-24 23:32:16 | DEBUG |   bm25: Retrieved [80661, 59586, 213545]... | R@6=0.00
2026-01-24 23:32:16 | DEBUG |   vector: Retrieved [156207, 12362, 17792]... | R@6=0.00
2026-01-24 23:32:20 | DEBUG |   hybrid: Retrieved [156207, 80661, 12362]... | R@6=0.00
2026-01-24 23:32:20 | DEBUG | Q53: 2011 жылғы 31 желтоқсанда трансфертті баға түзу бо... | Gold: {222773}
2026-01-24 23:32:22 | DEBUG |   bm25: Retrieved [223191, 113826, 223190]... | R@6=0.00
2026-01-24 23:32:23 | DEBUG |   vector: Retrieved [223190, 110751, 113825]... | R@6=0.00
2026-01-24 23:32:26 | DEBUG |   hybrid: Retrieved [223190, 223191, 110751]... | R@6=0.00
2026-01-24 23:32:26 | DEBUG | Q54: Клотримазолдың Қазақстандағы тіркелген дәрілік ныс... | Gold: {90210}
2026-01-24 23:32:28 | DEBUG |   bm25: Retrieved [154596, 53931, 90664]... | R@6=0.00
2026-01-24 23:32:29 | DEBUG |   vector: Retrieved [82673, 11866, 170364]... | R@6=0.00
2026-01-24 23:32:31 | DEBUG |   hybrid: Retrieved [26529, 170364, 51413]... | R@6=0.00
2026-01-24 23:32:31 | DEBUG | Q55: Мемлекеттік бюджеттен берілген бюджеттік кредиттер... | Gold: {159012}
2026-01-24 23:32:33 | DEBUG |   bm25: Retrieved [93119, 248831, 105062]... | R@6=0.00
2026-01-24 23:32:34 | DEBUG |   vector: Retrieved [66394, 52773, 213268]... | R@6=0.00
2026-01-24 23:32:37 | DEBUG |   hybrid: Retrieved [248831, 213268, 93119]... | R@6=0.00
2026-01-24 23:32:37 | DEBUG | Q56: Клайнфелтер синдромы туралы қандай ақпарат берілге... | Gold: {68638}
2026-01-24 23:32:38 | DEBUG |   bm25: Retrieved [69696, 163260, 69697]... | R@6=0.00
2026-01-24 23:32:39 | DEBUG |   vector: Retrieved [69324, 69330, 248165]... | R@6=0.00
2026-01-24 23:32:42 | DEBUG |   hybrid: Retrieved [220425, 69330, 163186]... | R@6=0.00
